"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-73,58","45,50","MCTAVISH","7024745","2019-11-22","2019","11","22","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-23","2019","11","23","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-24","2019","11","24","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-25","2019","11","25","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-26","2019","11","26","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-27","2019","11","27","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-28","2019","11","28","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-29","2019","11","29","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-11-30","2019","11","30","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-01","2019","12","01","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-02","2019","12","02","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-03","2019","12","03","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-04","2019","12","04","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-05","2019","12","05","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-06","2019","12","06","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-07","2019","12","07","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-08","2019","12","08","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-09","2019","12","09","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-10","2019","12","10","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-11","2019","12","11","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-12","2019","12","12","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-13","2019","12","13","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-14","2019","12","14","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-15","2019","12","15","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-16","2019","12","16","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-17","2019","12","17","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-18","2019","12","18","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-19","2019","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-20","2019","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-21","2019","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-22","2019","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-23","2019","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-24","2019","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-25","2019","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-26","2019","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-27","2019","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-28","2019","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-29","2019","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-30","2019","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-73,58","45,50","MCTAVISH","7024745","2019-12-31","2019","12","31","","","","","","","","","","","","","","","","","","","","","","",""
