"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-73,58","45,50","MCTAVISH","7024745","2014-11-07","2014","11","07","","4,5","","0,1","","2,3","","15,7","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-08","2014","11","08","","4,7","","-1,4","","1,7","","16,3","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-09","2014","11","09","","6,1","","2,6","","4,4","","13,6","","0,0","","","M","","M","","M","","","23","","41",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-10","2014","11","10","","7,0","","4,3","","5,7","","12,3","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-11","2014","11","11","","13,4","","2,3","","7,9","","10,1","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-12","2014","11","12","","8,5","","2,4","","5,5","","12,5","","0,0","","","M","","M","","M","","","19","","48",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-13","2014","11","13","","5,1","","0,5","","2,8","","15,2","","0,0","","","M","","M","","M","","","23","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-14","2014","11","14","","2,6","","-3,4","","-0,4","","18,4","","0,0","","","M","","M","","M","","","18","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-15","2014","11","15","","1,9","","-4,1","","-1,1","","19,1","","0,0","","","M","","M","","M","","","20","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-16","2014","11","16","","3,5","","-1,1","","1,2","","16,8","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-17","2014","11","17","","1,8","","0,1","","1,0","","17,0","","0,0","","","M","","M","","M","","","18","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-18","2014","11","18","","1,9","","-4,5","","-1,3","","19,3","","0,0","","","M","","M","","M","","","21","","46",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-19","2014","11","19","","-2,0","","-6,9","","-4,5","","22,5","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-20","2014","11","20","","0,3","","-4,7","","-2,2","","20,2","","0,0","","","M","","M","","M","","","19","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-21","2014","11","21","","-3,8","","-6,6","","-5,2","","23,2","","0,0","","","M","","M","","M","","","19","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-22","2014","11","22","","3,5","","-5,6","","-1,1","","19,1","","0,0","","","M","","M","","M","","","21","","46",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-23","2014","11","23","","7,9","","3,4","","5,7","","12,3","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-24","2014","11","24","","17,3","","6,7","","12,0","","6,0","","0,0","","","M","","M","17,4","","","","21","","65",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-25","2014","11","25","","9,2","","2,4","","5,8","","12,2","","0,0","","","M","","M","","M","","","21","","56",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-26","2014","11","26","","2,6","","-0,4","","1,1","","16,9","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-27","2014","11","27","","0,1","","-3,1","","-1,5","","19,5","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-28","2014","11","28","","-2,0","","-8,3","","-5,2","","23,2","","0,0","","","M","","M","","M","","","19","","33",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-29","2014","11","29","","-0,4","","-7,8","","-4,1","","22,1","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-11-30","2014","11","30","","6,6","","-0,5","","3,1","","14,9","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-01","2014","12","01","","7,0","","-8,1","","-0,6","","18,6","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-02","2014","12","02","","-3,3","","-14,3","","-8,8","","26,8","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-03","2014","12","03","","3,9","","-3,3","","0,3","","17,7","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-04","2014","12","04","","0,2","","-10,0","","-4,9","","22,9","","0,0","","","M","","M","","M","","","21","","35",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-05","2014","12","05","","-3,1","","-11,4","","-7,3","","25,3","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-06","2014","12","06","","0,6","","-4,4","","-1,9","","19,9","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-07","2014","12","07","","-3,9","","-12,2","","-8,1","","26,1","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-08","2014","12","08","","-2,3","","-13,1","","-7,7","","25,7","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-09","2014","12","09","","-0,1","","-3,5","","-1,8","","19,8","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-10","2014","12","10","","-0,1","","-0,9","","-0,5","","18,5","","0,0","","","M","","M","","M","","","36","","41",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-11","2014","12","11","","0,6","","-2,9","","-1,2","","19,2","","0,0","","","M","","M","","M","","","21","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-12","2014","12","12","","-1,4","","-3,9","","-2,7","","20,7","","0,0","","","M","","M","","M","","","22","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-13","2014","12","13","","-0,9","","-4,5","","-2,7","","20,7","","0,0","","","M","","M","","M","","","24","","43",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-14","2014","12","14","","-1,0","","-3,6","","-2,3","","20,3","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-15","2014","12","15","","0,1","","-1,7","","-0,8","","18,8","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-16","2014","12","16","","1,2","","-1,5","","-0,2","","18,2","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-17","2014","12","17","","0,9","","0,0","","0,5","","17,5","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-18","2014","12","18","","0,9","","-2,0","","-0,6","","18,6","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-19","2014","12","19","","-1,8","","-7,7","","-4,8","","22,8","","0,0","","","M","","M","","M","","","21","","37",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-20","2014","12","20","","-7,0","","-11,5","","-9,3","","27,3","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-21","2014","12","21","","-7,3","","-9,7","","-8,5","","26,5","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-22","2014","12","22","","-5,2","","-8,1","","-6,7","","24,7","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-23","2014","12","23","","3,4","","-5,4","","-1,0","","19,0","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-24","2014","12","24","","6,9","","3,0","","5,0","","13,0","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-25","2014","12","25","","8,9","","3,9","","6,4","","11,6","","0,0","","","M","","M","","M","","","17","","56",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-26","2014","12","26","","4,5","","3,0","","3,8","","14,2","","0,0","","","M","","M","","M","","","18","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-27","2014","12","27","","6,2","","2,6","","4,4","","13,6","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-28","2014","12","28","","9,0","","-0,9","","4,1","","13,9","","0,0","","","M","","M","","M","","","","","<31",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-29","2014","12","29","","-0,5","","-10,8","","-5,7","","23,7","","0,0","","","M","","M","","M","","","17","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-30","2014","12","30","","-10,3","","-14,2","","-12,3","","30,3","","0,0","","","M","","M","","M","","","20","","32",""
"-73,58","45,50","MCTAVISH","7024745","2014-12-31","2014","12","31","","-6,5","","-14,0","","-10,3","","28,3","","0,0","","","M","","M","","M","","","17","","41",""
