station_id,external_id,name,short_name,lat,lon,rental_methods/0,rental_methods/1,capacity,electric_bike_surcharge_waiver,eightd_has_key_dispenser,eightd_station_services/0/id,eightd_station_services/0/service_type,eightd_station_services/0/bikes_availability,eightd_station_services/0/docks_availability,eightd_station_services/0/name,eightd_station_services/0/description,eightd_station_services/0/schedule_description,eightd_station_services/0/link_for_more_info,has_kiosk
144,0b115254-08f3-11e7-a1cb-3863bb33a4e4,Rachel / de Brébeuf,6143,45.52689,-73.57264,CREDITCARD,KEY,28,false,false,,,,,,,,,true
145,0b1159ca-08f3-11e7-a1cb-3863bb33a4e4,du Parc-La Fontaine / Duluth,6145,45.52451761488783,-73.57197672128677,CREDITCARD,KEY,15,false,false,,,,,,,,,true
146,0b115f14-08f3-11e7-a1cb-3863bb33a4e4,du Parc-La Fontaine / Roy,6146,45.523170471388234,-73.56901288032532,CREDITCARD,KEY,23,false,false,,,,,,,,,true
147,0b116d41-08f3-11e7-a1cb-3863bb33a4e4,Calixa-Lavallée / Sherbrooke,6147,45.52479,-73.56545,CREDITCARD,KEY,39,false,false,,,,,,,,,true
148,0b116ed6-08f3-11e7-a1cb-3863bb33a4e4,Émile-Duployé / Sherbrooke,6148,45.52720058937288,-73.56472939252852,CREDITCARD,KEY,31,false,false,,,,,,,,,true
149,0b116ff4-08f3-11e7-a1cb-3863bb33a4e4,Chapleau / du Mont-Royal,6149,45.53867,-73.56936,CREDITCARD,KEY,23,false,false,,,,,,,,,true
150,0b117115-08f3-11e7-a1cb-3863bb33a4e4,Messier / du Mont-Royal,6150,45.53711414,-73.5710031,CREDITCARD,KEY,19,false,false,,,,,,,,,true
151,0b11945c-08f3-11e7-a1cb-3863bb33a4e4,Parthenais / du Mont-Royal,6151,45.53646917409483,-73.57146307826042,CREDITCARD,KEY,23,false,false,,,,,,,,,true
152,0b1195c7-08f3-11e7-a1cb-3863bb33a4e4,Chabot / du Mont-Royal,6152,45.53418509490266,-73.57358872890472,CREDITCARD,KEY,23,false,false,,,,,,,,,true
153,0b119728-08f3-11e7-a1cb-3863bb33a4e4,Cartier / Marie-Anne,6153,45.532674,-73.571776,CREDITCARD,KEY,19,false,false,,,,,,,,,true
154,0b1198eb-08f3-11e7-a1cb-3863bb33a4e4,Marquette / du Mont-Royal,6154,45.53229,-73.57544,CREDITCARD,KEY,19,false,false,,,,,,,,,true
155,0b119a5f-08f3-11e7-a1cb-3863bb33a4e4,Garnier / du Mont-Royal,6155,45.53092,-73.57674,CREDITCARD,KEY,31,false,false,,,,,,,,,true
156,0b119c87-08f3-11e7-a1cb-3863bb33a4e4,Marie-Anne / de la Roche,6156,45.52775814390426,-73.57618510723114,CREDITCARD,KEY,19,false,false,,,,,,,,,true
157,0b119e07-08f3-11e7-a1cb-3863bb33a4e4,de Brébeuf / du Mont-Royal,6157,45.52940777616881,-73.57815384864807,CREDITCARD,KEY,19,false,false,,,,,,,,,true
158,0b119f9b-08f3-11e7-a1cb-3863bb33a4e4,Gilford / de Brébeuf,6158,45.53081622781595,-73.58162596821785,CREDITCARD,KEY,19,false,false,,,,,,,,,true
159,0b11a121-08f3-11e7-a1cb-3863bb33a4e4,Ann / Wellington,6159,45.49452705626516,-73.55675250291823,CREDITCARD,KEY,11,false,false,,,,,,,,,true
160,0b11a316-08f3-11e7-a1cb-3863bb33a4e4,Garnier / St-Joseph,6160,45.5329774553515,-73.58122229576111,CREDITCARD,KEY,23,false,false,,,,,,,,,true
161,0b11a4af-08f3-11e7-a1cb-3863bb33a4e4,Cartier / St-Joseph,6161,45.53582823686429,-73.57869029045105,CREDITCARD,KEY,19,false,false,,,,,,,,,true
162,0b11a62f-08f3-11e7-a1cb-3863bb33a4e4,Legendre / Henri-Julien,6162,45.546123877081186,-73.64664673805237,CREDITCARD,KEY,27,false,false,,,,,,,,,true
163,0b11a7b6-08f3-11e7-a1cb-3863bb33a4e4,Marquette / Laurier,6163,45.53543,-73.5822,CREDITCARD,KEY,27,false,false,,,,,,,,,true
164,0b11a928-08f3-11e7-a1cb-3863bb33a4e4,de Lanaudière / Laurier,6164,45.5333136054992,-73.58373686671257,CREDITCARD,KEY,15,false,false,,,,,,,,,true
165,0b11aa95-08f3-11e7-a1cb-3863bb33a4e4,Laurier / de Brébeuf,6165,45.532513956311426,-73.58481109142303,CREDITCARD,KEY,31,false,false,,,,,,,,,true
166,0b11ac01-08f3-11e7-a1cb-3863bb33a4e4,Gerry-Boulet / St-Grégoire,6166,45.533735227540596,-73.589306473732,CREDITCARD,KEY,31,false,false,,,,,,,,,true
167,0b11ad6b-08f3-11e7-a1cb-3863bb33a4e4,Marquette / St-Grégoire,6167,45.53703,-73.58584,CREDITCARD,KEY,15,false,false,,,,,,,,,true
168,0b11aefa-08f3-11e7-a1cb-3863bb33a4e4,Marmier / St-Denis,6168,45.530871318676006,-73.59834551811218,CREDITCARD,KEY,31,false,false,,,,,,,,,true
169,0b11b06e-08f3-11e7-a1cb-3863bb33a4e4,Boyer / du Mont-Royal,6169,45.527432126380575,-73.57991673052311,CREDITCARD,KEY,27,false,false,,,,,,,,,true
170,0b11b1dc-08f3-11e7-a1cb-3863bb33a4e4,de Mentana / Laurier,6170,45.53045006508681,-73.58763813972473,CREDITCARD,KEY,23,false,false,,,,,,,,,true
171,0b11b34d-08f3-11e7-a1cb-3863bb33a4e4,Wolfe / Robin,6171,45.51958082831579,-73.5601159930229,CREDITCARD,KEY,23,false,false,,,,,,,,,true
173,0b11b660-08f3-11e7-a1cb-3863bb33a4e4,Berri / Cherrier,6173,45.51908844137639,-73.56950908899307,CREDITCARD,KEY,11,false,false,,,,,,,,,true
174,0b11b7e0-08f3-11e7-a1cb-3863bb33a4e4,Roy / St-Denis,6174,45.51908,-73.5727,CREDITCARD,KEY,23,false,false,,,,,,,,,true
175,0b11b958-08f3-11e7-a1cb-3863bb33a4e4,St-Christophe / Cherrier,6175,45.52027785033668,-73.5682162642479,CREDITCARD,KEY,23,false,false,,,,,,,,,true
176,0b11bac8-08f3-11e7-a1cb-3863bb33a4e4,de Mentana / Rachel,6176,45.524963239803235,-73.57555881142616,CREDITCARD,KEY,19,false,false,,,,,,,,,true
177,0b11bc2e-08f3-11e7-a1cb-3863bb33a4e4,St-Hubert / Duluth,6177,45.522425652788634,-73.57418417930603,CREDITCARD,KEY,15,false,false,,,,,,,,,true
178,0b11bd99-08f3-11e7-a1cb-3863bb33a4e4,Rivard / Rachel,6178,45.5222776,-73.5775906,CREDITCARD,KEY,19,false,false,,,,,,,,,true
179,0b11bf22-08f3-11e7-a1cb-3863bb33a4e4,Duluth / St-Denis,6179,45.52060423232697,-73.57598394155502,CREDITCARD,KEY,11,false,false,,,,,,,,,true
180,0b11c18a-08f3-11e7-a1cb-3863bb33a4e4,St-Dominique / René-Lévesque,6180,45.509418366717604,-73.56135785579681,CREDITCARD,KEY,21,false,false,,,,,,,,,true
181,0b11c320-08f3-11e7-a1cb-3863bb33a4e4,Clark / Rachel,6181,45.5173538,-73.58212888,CREDITCARD,KEY,27,false,false,,,,,,,,,true
182,0b11c48f-08f3-11e7-a1cb-3863bb33a4e4,de Bullion / du Mont-Royal,6182,45.52175120848515,-73.58526840806007,CREDITCARD,KEY,19,false,false,,,,,,,,,true
183,0b11c5fc-08f3-11e7-a1cb-3863bb33a4e4,Laval / du Mont-Royal,6183,45.5223645775784,-73.58414590358734,CREDITCARD,KEY,19,false,false,,,,,,,,,true
184,0b11c779-08f3-11e7-a1cb-3863bb33a4e4,Métro Mont-Royal (Rivard / du Mont-Royal),6184,45.524673,-73.58255,CREDITCARD,KEY,35,false,false,,,,,,,,,true
185,0b11c8fa-08f3-11e7-a1cb-3863bb33a4e4,des Érables / Bélanger,6185,45.54912085535069,-73.60087350010872,CREDITCARD,KEY,15,false,false,,,,,,,,,true
186,0b11ca72-08f3-11e7-a1cb-3863bb33a4e4,St-Hubert / Laurier,6186,45.52931012171625,-73.58865737915039,CREDITCARD,KEY,15,false,false,,,,,,,,,true
187,0b11cbe1-08f3-11e7-a1cb-3863bb33a4e4,Resther / du Mont-Royal,6187,45.52562819123256,-73.58177483081818,CREDITCARD,KEY,23,false,false,,,,,,,,,true
188,0b11cd56-08f3-11e7-a1cb-3863bb33a4e4,de Mentana / Marie-Anne,6188,45.526026565221414,-73.57785880565643,CREDITCARD,KEY,23,false,false,,,,,,,,,true
189,0b11ced7-08f3-11e7-a1cb-3863bb33a4e4,Chabot / Everett,6189,45.55072306022627,-73.60957056283951,CREDITCARD,KEY,11,false,false,,,,,,,,,true
190,0b11d04c-08f3-11e7-a1cb-3863bb33a4e4,Pontiac / Gilford,6190,45.527009334270645,-73.58576595783234,CREDITCARD,KEY,23,false,false,,,,,,,,,true
191,0b11d1b6-08f3-11e7-a1cb-3863bb33a4e4,St-Zotique / Clark,6191,45.531401,-73.612674,CREDITCARD,KEY,15,false,false,,,,,,,,,true
192,0b11d31d-08f3-11e7-a1cb-3863bb33a4e4,Berri / St-Grégoire,6192,45.52996959525513,-73.5919028520584,CREDITCARD,KEY,23,false,false,,,,,,,,,true
193,0b11d48b-08f3-11e7-a1cb-3863bb33a4e4,de l'Esplanade / Fairmount,6193,45.521495,-73.596758,CREDITCARD,KEY,15,false,false,,,,,,,,,true
194,0b11d60b-08f3-11e7-a1cb-3863bb33a4e4,de Gaspé / Fairmount,6094,45.52564776553033,-73.5929274559021,CREDITCARD,KEY,11,false,false,,,,,,,,,true
195,0b11d77c-08f3-11e7-a1cb-3863bb33a4e4,de Bullion / St-Joseph,6195,45.5240365462478,-73.59014332294464,CREDITCARD,KEY,31,false,false,,,,,,,,,true
196,0b11d8f6-08f3-11e7-a1cb-3863bb33a4e4,Villeneuve / St-Laurent,6196,45.52134173413233,-73.58941912651062,CREDITCARD,KEY,19,false,false,,,,,,,,,true
197,0b11da63-08f3-11e7-a1cb-3863bb33a4e4,de Bordeaux / Masson,6197,45.53898439552301,-73.5824453830719,CREDITCARD,KEY,19,false,false,,,,,,,,,true
198,0b11dbd1-08f3-11e7-a1cb-3863bb33a4e4,Hélène-Baillargeon / St-Denis,6198,45.52974,-73.59527,CREDITCARD,KEY,23,false,false,,,,,,,,,true
199,0b11dd51-08f3-11e7-a1cb-3863bb33a4e4,St-Viateur / St-Laurent,6199,45.52593073022709,-73.59883904457092,CREDITCARD,KEY,23,false,false,,,,,,,,,true
200,0b11dec0-08f3-11e7-a1cb-3863bb33a4e4,Maguire / St-Laurent,6200,45.524628485592636,-73.5958108305931,CREDITCARD,KEY,23,false,false,,,,,,,,,true
201,0b11dfdd-08f3-11e7-a1cb-3863bb33a4e4,Villeneuve / de l'Hôtel-de-Ville,6201,45.52354419830203,-73.58733236789703,CREDITCARD,KEY,23,false,false,,,,,,,,,true
202,0b12034a-08f3-11e7-a1cb-3863bb33a4e4,Aylmer / Sherbrooke,6203,45.50658668914343,-73.57329905033112,CREDITCARD,KEY,23,false,false,,,,,,,,,true
203,0b1204af-08f3-11e7-a1cb-3863bb33a4e4,Milton / du Parc,6205,45.50936142835129,-73.57386365532875,CREDITCARD,KEY,23,false,false,,,,,,,,,true
204,0b1205e1-08f3-11e7-a1cb-3863bb33a4e4,Prince-Arthur / du Parc,6206,45.51059,-73.57547,CREDITCARD,KEY,35,false,false,,,,,,,,,true
205,0b1206fe-08f3-11e7-a1cb-3863bb33a4e4,Ste-Famille / des Pins,6207,45.51283174510449,-73.57688784599304,CREDITCARD,KEY,15,false,false,,,,,,,,,true
206,0b120816-08f3-11e7-a1cb-3863bb33a4e4,Hutchison / des Pins,6208,45.51069,-73.57805,CREDITCARD,KEY,23,false,false,,,,,,,,,true
207,0b12092a-08f3-11e7-a1cb-3863bb33a4e4,Milton / Clark,6209,45.51254135285248,-73.57067719101906,CREDITCARD,KEY,23,false,false,,,,,,,,,true
208,0b120a4a-08f3-11e7-a1cb-3863bb33a4e4,Métro Sauvé (Berri / Sauvé),6210,45.550692068419764,-73.65636706352234,CREDITCARD,KEY,26,false,false,,,,,,,,,true
209,0b120b73-08f3-11e7-a1cb-3863bb33a4e4,Roy / St-Laurent,6211,45.515616239398405,-73.57580825686453,CREDITCARD,KEY,27,false,false,,,,,,,,,true
210,0b120c8a-08f3-11e7-a1cb-3863bb33a4e4,Duluth / de l'Esplanade,6212,45.51509198406273,-73.58114182949066,CREDITCARD,KEY,23,false,false,,,,,,,,,true
211,0b120d99-08f3-11e7-a1cb-3863bb33a4e4,Duluth / St-Laurent,6213,45.51687640567004,-73.57946008443832,CREDITCARD,KEY,15,false,false,,,,,,,,,true
212,0b120eaa-08f3-11e7-a1cb-3863bb33a4e4,Square St-Louis (du Square St-Louis / Laval),6214,45.516090801970655,-73.5701286792755,CREDITCARD,KEY,27,false,false,,,,,,,,,true
213,0b120fbf-08f3-11e7-a1cb-3863bb33a4e4,Metcalfe / St-Catherine,6215,45.50083231626815,-73.57245951890945,CREDITCARD,KEY,43,false,false,,,,,,,,,true
214,0b1210e1-08f3-11e7-a1cb-3863bb33a4e4,Parc Jeanne Mance (monument sir George-Etienne Cartier),6216,45.514839858968934,-73.58477890491486,CREDITCARD,KEY,39,false,false,,,,,,,,,true
215,0b1211fb-08f3-11e7-a1cb-3863bb33a4e4,Vallières / St-Laurent,6217,45.518967223320054,-73.5836161673069,CREDITCARD,KEY,23,false,false,,,,,,,,,true
216,0b12130a-08f3-11e7-a1cb-3863bb33a4e4,de l'Hôtel-de-Ville / Roy,6219,45.51740076184449,-73.57460528612137,CREDITCARD,KEY,23,false,false,,,,,,,,,true
217,0b12141b-08f3-11e7-a1cb-3863bb33a4e4,Laval / Duluth,6220,45.519216236873945,-73.57718020677567,CREDITCARD,KEY,27,false,false,,,,,,,,,true
218,0b121524-08f3-11e7-a1cb-3863bb33a4e4,du Mont-Royal / Clark,6221,45.51941,-73.58685,CREDITCARD,KEY,23,false,false,,,,,,,,,true
219,0b12164d-08f3-11e7-a1cb-3863bb33a4e4,de l'Esplanade / du Mont-Royal,6222,45.51825290855221,-73.5883381962776,CREDITCARD,KEY,23,false,false,,,,,,,,,true
220,0b12176d-08f3-11e7-a1cb-3863bb33a4e4,du Mont-Royal / du Parc,6223,45.517,-73.589,CREDITCARD,KEY,33,false,false,,,,,,,,,true
221,0b121880-08f3-11e7-a1cb-3863bb33a4e4,Villeneuve / du Parc,6224,45.51829,-73.59235,CREDITCARD,KEY,15,false,false,,,,,,,,,true
222,0b121993-08f3-11e7-a1cb-3863bb33a4e4,Villeneuve / St-Urbain,6225,45.520188,-73.590559,CREDITCARD,KEY,19,false,false,,,,,,,,,true
223,0b121aa3-08f3-11e7-a1cb-3863bb33a4e4,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),6226,45.575707,-73.561562,CREDITCARD,KEY,65,false,false,,,,,,,,,true
224,0b121bcd-08f3-11e7-a1cb-3863bb33a4e4,de l'Esplanade / Laurier,6227,45.521038857321265,-73.59490692615509,CREDITCARD,KEY,19,false,false,,,,,,,,,true
225,0b121ce9-08f3-11e7-a1cb-3863bb33a4e4,Coloniale / du Mont-Royal,6229,45.5211613236904,-73.5856157541275,CREDITCARD,KEY,15,false,false,,,,,,,,,true
226,0b121dff-08f3-11e7-a1cb-3863bb33a4e4,Waverly / St-Viateur,6230,45.5238561444472,-73.60012650489807,CREDITCARD,KEY,19,false,false,,,,,,,,,true
227,0b121f07-08f3-11e7-a1cb-3863bb33a4e4,Jeanne-Mance / St-Viateur,6231,45.523026476635074,-73.60184043645859,CREDITCARD,KEY,23,false,false,,,,,,,,,true
228,0b122017-08f3-11e7-a1cb-3863bb33a4e4,de l'Arcade / Clark,6234,45.527410360532215,-73.60393524169922,CREDITCARD,KEY,15,false,false,,,,,,,,,true
229,0b12214a-08f3-11e7-a1cb-3863bb33a4e4,St-Dominique / St-Viateur,6235,45.52655700191558,-73.5982757806778,CREDITCARD,KEY,31,false,false,,,,,,,,,true
230,0b122287-08f3-11e7-a1cb-3863bb33a4e4,Laurier / de Bordeaux,6236,45.5376492623372,-73.57978463172913,CREDITCARD,KEY,23,false,false,,,,,,,,,true
232,0b1224c3-08f3-11e7-a1cb-3863bb33a4e4,Gilford / de Lanaudière,6237,45.53200800170645,-73.58044445514679,CREDITCARD,KEY,15,false,false,,,,,,,,,true
233,0b1225d9-08f3-11e7-a1cb-3863bb33a4e4,St-Dominique / Napoléon,6903,45.51666442219882,-73.57722043991089,CREDITCARD,KEY,27,false,false,,,,,,,,,true
234,0b1226f9-08f3-11e7-a1cb-3863bb33a4e4,de Bordeaux / Jean-Talon,6924,45.54975479298636,-73.60556602478027,CREDITCARD,KEY,15,false,false,,,,,,,,,true
236,0b122929-08f3-11e7-a1cb-3863bb33a4e4,Parc Kent (de Kent / Hudson),6240,45.5057209331225,-73.62945914268494,CREDITCARD,KEY,27,false,false,,,,,,,,,true
237,0b122a41-08f3-11e7-a1cb-3863bb33a4e4,Querbes / Laurier,6241,45.51753998795678,-73.59783187508583,CREDITCARD,KEY,15,false,false,,,,,,,,,true
239,0b12331d-08f3-11e7-a1cb-3863bb33a4e4,Bloomfield / Bernard,6243,45.52068774,-73.6084279,CREDITCARD,KEY,15,false,false,,,,,,,,,true
241,0b1235a6-08f3-11e7-a1cb-3863bb33a4e4,Bloomfield / Van Horne,6245,45.5225858,-73.61265779,CREDITCARD,KEY,19,false,false,,,,,,,,,true
242,0b1236ca-08f3-11e7-a1cb-3863bb33a4e4,Métro Outremont (Wiseman / Van Horne),6246,45.52027053865367,-73.61484915018082,CREDITCARD,KEY,20,false,false,,,,,,,,,true
243,0b1237e6-08f3-11e7-a1cb-3863bb33a4e4,St-Dominique / St-Zotique,6247,45.53226461018495,-73.6110632121563,CREDITCARD,KEY,19,false,false,,,,,,,,,true
244,0b1238fe-08f3-11e7-a1cb-3863bb33a4e4,St-Dominique / Rachel,6248,45.518593,-73.581566,CREDITCARD,KEY,23,false,false,,,,,,,,,true
245,0b123a23-08f3-11e7-a1cb-3863bb33a4e4,Bélanger / St-Denis,6249,45.53696,-73.61199,CREDITCARD,KEY,27,false,false,,,,,,,,,true
246,0b123b3e-08f3-11e7-a1cb-3863bb33a4e4,Marché Jean-Talon (Henri-Julien / Jean-Talon),6250,45.53678525128436,-73.6148879583925,CREDITCARD,KEY,23,false,false,,,,,,,,,true
247,0b124281-08f3-11e7-a1cb-3863bb33a4e4,Dante / de Gaspé,6251,45.534414933376276,-73.6123164743185,CREDITCARD,KEY,15,false,false,,,,,,,,,true
248,0b1243b5-08f3-11e7-a1cb-3863bb33a4e4,Mozart / St-Laurent,6252,45.53318,-73.61544,CREDITCARD,KEY,19,false,false,,,,,,,,,true
249,0b1245b9-08f3-11e7-a1cb-3863bb33a4e4,Métro Jean-Talon (de Chateaubriand / Jean-Talon),6253,45.540138286478616,-73.61402839422226,CREDITCARD,KEY,31,false,false,,,,,,,,,true
250,0b1246fa-08f3-11e7-a1cb-3863bb33a4e4,Boyer / Bélanger,6254,45.54006,-73.60897,CREDITCARD,KEY,23,false,false,,,,,,,,,true
251,0b124818-08f3-11e7-a1cb-3863bb33a4e4,Boyer / St-Zotique,6255,45.53848,-73.60556,CREDITCARD,KEY,19,false,false,,,,,,,,,true
253,0b12737b-08f3-11e7-a1cb-3863bb33a4e4,de St-Vallier / St-Zotique,6257,45.536261178519666,-73.60754549503326,CREDITCARD,KEY,19,false,false,,,,,,,,,true
254,0b127e6d-08f3-11e7-a1cb-3863bb33a4e4,Parc Père-Marquette (Chambord / Rosemont),6258,45.537087833013324,-73.59321847558022,CREDITCARD,KEY,47,false,false,,,,,,,,,true
255,0b128037-08f3-11e7-a1cb-3863bb33a4e4,Dandurand / de Lorimier,6259,45.540881,-73.584157,CREDITCARD,KEY,23,false,false,,,,,,,,,true
256,0b12a453-08f3-11e7-a1cb-3863bb33a4e4,Cartier / Dandurand,6260,45.53923559055867,-73.58594566583633,CREDITCARD,KEY,23,false,false,,,,,,,,,true
257,0b12a5db-08f3-11e7-a1cb-3863bb33a4e4,Louis-Hémon / Rosemont,6261,45.54459855947176,-73.58822286128998,CREDITCARD,KEY,19,false,false,,,,,,,,,true
258,0b12a710-08f3-11e7-a1cb-3863bb33a4e4,de la Roche /  de Bellechasse,6262,45.537159225331315,-73.59747648239136,CREDITCARD,KEY,15,false,false,,,,,,,,,true
259,0b12a953-08f3-11e7-a1cb-3863bb33a4e4,de Hampton / de Monkland,6263,45.47117930747152,-73.6270022392273,CREDITCARD,KEY,15,false,false,,,,,,,,,true
260,0b12b053-08f3-11e7-a1cb-3863bb33a4e4,Chabot / de Bellechasse,6264,45.5425697477813,-73.59214425086974,CREDITCARD,KEY,15,false,false,,,,,,,,,true
261,0b12b18b-08f3-11e7-a1cb-3863bb33a4e4,Parthenais / Laurier,6265,45.539258526059406,-73.5774591565132,CREDITCARD,KEY,27,false,false,,,,,,,,,true
262,0b12b2a7-08f3-11e7-a1cb-3863bb33a4e4,Louis-Hébert / de Bellechasse,6266,45.546661109634606,-73.58868420124054,CREDITCARD,KEY,27,false,false,,,,,,,,,true
263,0b12b3bf-08f3-11e7-a1cb-3863bb33a4e4,Chabot / Beaubien,6267,45.544375546398065,-73.59564453363419,CREDITCARD,KEY,15,false,false,,,,,,,,,true
264,0b12b4d7-08f3-11e7-a1cb-3863bb33a4e4,Chambord / Beaubien,6268,45.539932183126695,-73.59934329986572,CREDITCARD,KEY,15,false,false,,,,,,,,,true
265,0b12ba05-08f3-11e7-a1cb-3863bb33a4e4,Wurtele / de Rouen,6269,45.537627813487596,-73.5533943772316,CREDITCARD,KEY,11,false,false,,,,,,,,,true
266,0b12bb31-08f3-11e7-a1cb-3863bb33a4e4,Fabre / St-Zotique,6270,45.54345172630376,-73.60101029276848,CREDITCARD,KEY,19,false,false,,,,,,,,,true
267,0b12bc3e-08f3-11e7-a1cb-3863bb33a4e4,St-Jean-Baptiste / Notre-Dame,6271,45.640002860465096,-73.49011301994324,CREDITCARD,KEY,19,false,false,,,,,,,,,true
268,0b12bd4f-08f3-11e7-a1cb-3863bb33a4e4,de Bordeaux / St-Zotique,6272,45.546539011777845,-73.59866470098495,CREDITCARD,KEY,19,false,false,,,,,,,,,true
269,0b12d1d7-08f3-11e7-a1cb-3863bb33a4e4,Cartier / Bélanger,6273,45.546797412794085,-73.60266387462616,CREDITCARD,KEY,23,false,false,,,,,,,,,true
270,0b12dba6-08f3-11e7-a1cb-3863bb33a4e4,de la Roche / St-Joseph,6274,45.531164,-73.583695,CREDITCARD,KEY,23,false,false,,,,,,,,,true
271,0b12ddaa-08f3-11e7-a1cb-3863bb33a4e4,Chambord / Jean-Talon,6275,45.54484558108033,-73.61053615808486,CREDITCARD,KEY,15,false,false,,,,,,,,,true
272,0b12df39-08f3-11e7-a1cb-3863bb33a4e4,de la Roche / Bélanger,6276,45.541669595766315,-73.60760450363159,CREDITCARD,KEY,15,false,false,,,,,,,,,true
273,0b12e0b4-08f3-11e7-a1cb-3863bb33a4e4,Louis-Hébert / St-Zotique,6278,45.55001,-73.59576,CREDITCARD,KEY,15,false,false,,,,,,,,,true
274,0b12e8f4-08f3-11e7-a1cb-3863bb33a4e4,Louis-Hébert / Bélanger,6279,45.55158518908433,-73.59916493296623,CREDITCARD,KEY,19,false,false,,,,,,,,,true
275,0b12ea9e-08f3-11e7-a1cb-3863bb33a4e4,Fabre / Beaubien,6904,45.5420595590383,-73.59787344932556,CREDITCARD,KEY,19,false,false,,,,,,,,,true
276,0b12ec0c-08f3-11e7-a1cb-3863bb33a4e4,Parc Rosemont (Dandurand / d'Iberville),6905,45.544377,-73.581018,CREDITCARD,KEY,19,false,false,,,,,,,,,true
277,0b12f18a-08f3-11e7-a1cb-3863bb33a4e4,Métro Rosemont (de St-Vallier / Rosemont),6906,45.5319548635849,-73.59816044569016,CREDITCARD,KEY,23,false,false,,,,,,,,,true
278,0b12f313-08f3-11e7-a1cb-3863bb33a4e4,Boyer / Rosemont,6907,45.534136,-73.595478,CREDITCARD,KEY,35,false,false,,,,,,,,,true
279,0b12f598-08f3-11e7-a1cb-3863bb33a4e4,de Bellechasse / de St-Vallier,6908,45.53341043363302,-73.60112428665161,CREDITCARD,KEY,15,false,false,,,,,,,,,true
280,0b12fca5-08f3-11e7-a1cb-3863bb33a4e4,Augustin-Cantin / Shearer,6921,45.48401829,-73.5634366,CREDITCARD,KEY,31,false,false,,,,,,,,,true
281,0b12fe33-08f3-11e7-a1cb-3863bb33a4e4,Marie-Anne / St-Hubert,6926,45.5246829812827,-73.5788968205452,CREDITCARD,KEY,19,false,false,,,,,,,,,true
282,0b1303b8-08f3-11e7-a1cb-3863bb33a4e4,Édouard-Montpetit / de Stirling,6927,45.50723,-73.615085,CREDITCARD,KEY,19,false,false,,,,,,,,,true
283,0b130533-08f3-11e7-a1cb-3863bb33a4e4,Jean-Brillant / McKenna,6928,45.49876714523858,-73.61886978149414,CREDITCARD,KEY,22,false,false,,,,,,,,,true
284,0b130cda-08f3-11e7-a1cb-3863bb33a4e4,Waverly / Van Horne,6228,45.527363,-73.607723,CREDITCARD,KEY,15,false,false,,,,,,,,,true
285,0b130e78-08f3-11e7-a1cb-3863bb33a4e4,Durocher / Van Horne,6232,45.524265806034656,-73.61127376556396,CREDITCARD,KEY,23,false,false,,,,,,,,,true
286,0b1313e0-08f3-11e7-a1cb-3863bb33a4e4,Bernard / Jeanne-Mance,6233,45.5242864769531,-73.60497325658798,CREDITCARD,KEY,27,false,false,,,,,,,,,true
287,0b131556-08f3-11e7-a1cb-3863bb33a4e4,Basile-Routhier / Chabanel,6917,45.549868431421636,-73.64765658974648,CREDITCARD,KEY,15,false,false,,,,,,,,,true
288,0b131aab-08f3-11e7-a1cb-3863bb33a4e4,Bibliothèque de Rosemont (9e avenue / Rosemont),6919,45.55201648333515,-73.58185529708862,CREDITCARD,KEY,15,false,false,,,,,,,,,true
289,0b132264-08f3-11e7-a1cb-3863bb33a4e4,Boyer / Beaubien,6910,45.537041,-73.602026,CREDITCARD,KEY,23,false,false,,,,,,,,,true
290,0b1327e4-08f3-11e7-a1cb-3863bb33a4e4,Basin / du Séminaire,6086,45.490452428547556,-73.56017231941223,CREDITCARD,KEY,27,false,false,,,,,,,,,true
291,0b132d5a-08f3-11e7-a1cb-3863bb33a4e4,Notre-Dame / de la Montagne,6087,45.49302901258371,-73.56481790542603,CREDITCARD,KEY,19,false,false,,,,,,,,,true
292,0b1332b8-08f3-11e7-a1cb-3863bb33a4e4,Richmond / Notre-Dame,6088,45.4891601257399,-73.56777101755141,CREDITCARD,KEY,11,false,false,,,,,,,,,true
293,0b133810-08f3-11e7-a1cb-3863bb33a4e4,Louis-Hébert / Beaubien,6277,45.5481863712796,-73.592010140419,CREDITCARD,KEY,19,false,false,,,,,,,,,true
294,0b13441f-08f3-11e7-a1cb-3863bb33a4e4,Casgrain / Laurier,6280,45.52437479806464,-73.5918103158474,CREDITCARD,KEY,15,false,false,,,,,,,,,true
297,0b13704c-08f3-11e7-a1cb-3863bb33a4e4,Métro Charlevoix (Centre / Charlevoix),10002,45.47822787309145,-73.56965124607086,CREDITCARD,KEY,23,false,false,,,,,,,,,true
301,0b13760f-08f3-11e7-a1cb-3863bb33a4e4,des Seigneurs / Notre-Dame,6401,45.48772278774177,-73.5690826177597,CREDITCARD,KEY,22,false,false,,,,,,,,,true
302,0b1377cc-08f3-11e7-a1cb-3863bb33a4e4,Ste-Émilie / Sir-Georges-Etienne-Cartier,6402,45.47266800851548,-73.585389778018,CREDITCARD,KEY,23,false,false,,,,,,,,,true
303,0b137906-08f3-11e7-a1cb-3863bb33a4e4,Georges-Vanier / Notre-Dame,6403,45.485047979822774,-73.5719633102417,CREDITCARD,KEY,23,false,false,,,,,,,,,true
